9.974898113294706770e-01,1.879470009696750152e-06,3.856630128855440252e-06,1.590003522317628132e-06,2.490781186504865181e-06,6.901690824528454632e-06,2.562944469889368406e-06,2.919173560077287683e-06,3.189538966569131409e-06,9.290547252046759731e-05,1.293179378821861446e-05,4.814037634017349696e-06,4.557285889910452346e-06,1.749390722845644179e-06,1.008523595480335125e-06,6.873788537059061969e-04,5.005149753943143982e-07,1.904953433112913062e-05,3.451321003298040351e-06,1.879692277214745318e-06,9.499519846262471425e-07,1.833021791726670436e-06,3.283589770556429651e-06,7.515604423271819797e-06,4.346621655074795036e-06,2.610621363343035778e-06,3.406102195854776425e-06,1.864438842048847509e-06,4.958068105284776033e-05,5.481816879825944900e-06,1.235394677629941498e-06,1.552083327635499568e-03,1.310281842443158495e-06,1.941718116037836162e-06,1.109057716290311258e-06,4.566817041994714339e-06,3.282650061203415319e-06,3.325428520482132501e-06,3.586809016534752016e-06,1.258082829645858326e-06
8.562804948224264079e-01,2.187030322205137223e-05,8.110573200622834091e-05,1.496997630160397529e-05,1.296451736571823769e-05,4.554112777196128172e-05,3.288906710528952213e-05,5.140469777818094352e-05,4.926605276158508467e-05,1.184364545222156437e-04,8.516636869006159304e-04,4.163180622124405697e-05,9.693041340714322754e-04,7.071098588967804756e-05,2.218729681829059779e-05,2.101133717729414512e-04,5.877422191110987654e-02,3.672679171516066198e-05,3.592110458570303043e-05,9.553780224411073218e-05,3.955543566253115988e-05,4.128360982894237354e-05,3.630051905722053940e-05,1.175005956381746844e-04,4.504311854963604571e-05,4.172292191651065947e-05,1.059713831903448143e-03,3.033912245196661536e-05,5.136299212125630849e-04,3.427598513401518624e-06,2.706059369159903761e-05,7.983291942026055077e-02,4.148364095453075219e-05,3.910406940305898715e-05,7.773597557671714834e-05,4.647668285556396409e-05,7.636432956988154701e-05,6.809334682221695534e-05,3.533068533591995425e-05,9.952938205183621098e-06
8.114698924999722562e-01,3.864937483757951986e-02,2.634608572795026429e-02,1.344896140901880759e-04,4.765622967863478122e-04,6.898512884152917636e-04,1.320393555640475038e-03,4.678044425890178284e-03,1.144461871372600857e-03,2.105560336818055461e-03,3.328501616866584058e-04,1.680692214475641580e-03,5.792224479685704466e-04,3.163602510480989678e-03,2.436982571935104500e-04,6.691296504243836145e-03,1.792726021339513293e-04,1.158932405328648788e-02,6.734923843367236155e-04,8.738390515721226534e-03,3.525198702796870399e-03,1.655353603941268339e-03,8.352620435082900967e-04,6.137334078777687647e-04,6.762856642401540849e-04,1.427683723391160950e-04,2.169307433115780920e-02,5.364720454547758713e-04,2.371659357414459927e-03,2.919451678909243918e-03,8.695949213101031956e-04,4.160998218179102343e-03,5.258751869524762616e-04,2.664443284712664228e-02,6.312370722585826550e-03,9.078408667912337684e-04,6.489813802858957360e-04,4.683947974769463651e-04,3.321650713045303134e-03,2.840430325638424011e-04
6.563675871646046378e-01,7.137460238264027590e-02,4.124736806131758249e-02,5.509594070279509028e-04,1.328753279582147156e-03,2.603213221343320029e-03,3.136815590911459783e-03,1.194608203232460850e-02,2.998224496688830110e-03,5.395871952000138444e-03,1.799722359767683653e-03,4.776413345475531182e-03,2.850141810771738855e-03,5.436652339927619190e-03,1.100034976120705050e-03,1.514009254676314947e-02,1.268186851713212901e-03,1.318474010191489007e-02,2.098457464987893428e-03,1.997666166259647394e-02,9.127669917885385467e-03,4.844349026071278347e-03,2.327188987207868837e-03,2.032454472694708407e-03,2.532609565644910587e-03,6.203680091770638876e-04,8.555787942997238049e-03,2.048307742237885382e-03,8.128013439816486954e-03,6.023759843847791180e-03,2.909420200753772782e-03,1.446587672427563157e-02,9.611036630104459596e-04,4.370574796241957077e-02,1.298614448620532928e-02,2.507159601205611026e-03,2.486072037592952817e-03,1.394238665569460340e-03,6.880716031517362767e-03,8.824306313894494241e-04
8.984476818894544525e-01,4.020719562758734081e-05,7.184368117800700893e-05,1.028416102892239963e-04,4.767058483694934545e-05,5.253797415807549056e-05,1.360170959427639830e-04,5.581637818598944432e-05,1.941021378657370618e-04,2.552974474703189039e-03,4.869020124644906700e-05,5.956885384345700753e-05,1.301281844652529395e-04,5.957763162627258157e-05,5.744280470475619555e-05,5.840548463156624908e-04,8.899824697907111320e-06,1.308681898358789175e-04,5.425567336187694662e-05,7.212092601887329715e-05,4.040294793332038428e-05,1.069845442163620971e-04,1.285705332362991617e-04,2.168305874230194296e-04,6.034165500261050357e-05,5.164572019221654357e-05,2.224115569230848742e-04,4.400363897143905190e-05,3.898369888103331380e-03,6.177481844914300762e-05,6.136636945744083200e-05,9.158485478858524598e-02,3.964665087063797092e-05,5.639519382647969201e-05,4.671274500051427836e-05,1.787143800089108507e-04,6.151162480648281162e-05,1.425619201818554963e-04,5.977409728744509550e-05,2.982618116595524242e-05
8.142563870531097092e-03,8.745714881037381927e-01,3.876906855125059753e-02,1.144209113985833720e-04,9.045653488366965319e-05,2.358232938155426373e-04,3.239566482070560375e-04,3.772976297802298380e-03,9.454191575288346447e-05,7.398807014202999862e-05,1.228417956501949787e-04,6.640536908970891663e-04,2.550434529457436088e-03,2.047624975953649118e-03,2.238849861779581294e-04,1.326479132459842123e-03,8.292737187435506789e-05,2.586157016921238234e-03,2.460154006799201596e-04,1.059881293678531511e-02,2.859084498077806881e-03,5.371926381047932098e-04,1.244408430280005652e-04,7.722930426311528805e-05,1.939130101953382378e-04,2.034763495158897425e-05,6.554383091810152577e-04,4.730150349376580966e-04,1.350517271220059350e-04,1.190259243758076809e-03,3.077992793721963686e-04,2.861981656543804037e-05,5.224049274427929279e-05,3.883786386401985591e-02,5.757902385580379763e-03,1.056491419021639196e-04,2.695986763145845387e-04,4.045221742872113726e-05,1.633944834157128592e-03,6.144101391694733029e-05
3.755860222295755776e-03,9.064009597456356149e-01,1.020539210525801821e-02,5.216529035613648609e-05,3.835511269907711576e-05,1.076467399644882487e-04,6.623719965715429037e-05,6.433301321244523380e-04,1.327793101948666551e-02,2.241559734961764432e-05,1.945627678916663419e-05,3.756313302628740375e-04,2.414583124980742429e-05,2.571683578075109979e-04,9.195821060198928082e-06,3.049590900317808505e-04,1.252257258754020876e-05,7.187297699849478543e-04,4.838081888332083338e-05,3.045489378092134606e-03,7.248451197566666091e-04,1.302104377439064324e-04,2.561479717111857780e-05,1.245178548402138781e-05,6.294241766297093495e-05,3.204357381649611230e-06,2.595580127613837575e-04,6.402740151095356956e-05,3.882988116800919554e-05,6.552350836401111102e-04,8.529021482996903181e-05,5.309973849086375643e-06,1.461233464592283990e-05,5.612101911142088062e-02,1.897665639147415101e-03,4.551268701911758774e-05,4.430844446496245764e-05,1.236920441038454173e-05,3.994706402734784102e-04,1.155004408175112730e-05
1.249246532928010786e-02,4.388555647274966498e-01,1.736580150770567280e-02,1.275376083948211448e-01,5.552508569983286534e-03,6.169410043280180826e-03,9.224348145151299236e-03,7.036308747475221274e-03,3.530147539201219931e-02,3.661906579841608250e-03,5.207408686269948163e-03,8.194127643520400864e-03,1.015261656519160366e-01,1.791983227875535226e-02,1.658911647522749375e-02,6.788859133376960037e-03,3.335006585058503115e-03,7.072526237114746227e-03,7.929212802181347108e-03,1.533095800287440254e-02,7.927341921398687458e-03,6.363714915493247533e-03,4.475108037955220774e-03,4.725765601996452514e-03,4.960978944743193834e-03,3.356467051493340972e-03,7.058413635115899469e-03,1.573739048749165856e-02,5.525347817940305661e-03,7.802138757891269837e-03,6.222101787894979141e-03,2.532607345500673297e-03,4.831721551290350802e-03,2.353030516986548415e-02,1.272415823431878590e-02,5.271402615471628209e-03,6.828410743386201590e-03,3.895940263551168382e-03,8.864849791460587339e-03,4.275224392398163653e-03
1.512737717898025337e-02,3.146485598691558527e-01,2.588366282875691204e-02,1.360481666631141728e-01,7.571481248655154324e-03,6.584220636686456164e-03,1.199751482718788495e-02,2.873251404397815859e-02,1.487208614988598868e-02,6.299933379804621529e-03,5.836521108706819484e-03,1.635179333888385836e-02,7.989302969662276377e-02,2.303332101604345025e-02,2.516499450247063410e-02,1.093285712915269443e-02,5.063269180653145671e-03,1.583284282008246349e-02,1.037751919435532869e-02,1.805877493332050387e-02,2.053192968427349982e-02,7.524785129767914277e-03,6.326909009179420597e-03,1.378720183096342720e-02,6.204788917454918604e-03,4.436299155614486026e-03,9.130656577996909898e-03,1.715085734911085680e-02,1.210431690637729131e-02,1.556084412990452193e-02,8.962891085526378254e-03,4.542485289744994242e-03,5.374789887582356179e-03,2.119424540679446314e-02,1.797313159077680578e-02,5.840406491568281115e-03,9.675398400474622199e-03,1.004828764942681564e-02,1.730180982662504058e-02,8.017525934339846116e-03
1.505386883354176142e-02,7.650325763611005581e-01,7.309986758238638804e-02,2.546756270679211381e-05,9.951649883173382754e-05,3.043715360049642125e-04,3.013972931805947251e-04,6.446222189600395863e-03,1.423004478315406662e-04,9.069684528074226548e-05,1.213012868239294039e-04,9.536855559455758311e-04,5.156570343970250363e-04,1.759663695617445225e-03,9.917995045621504112e-05,1.996695868482189964e-03,9.360450117322235508e-05,4.557943981314527097e-03,2.322226587346339251e-04,1.663786431586255707e-02,4.705647684814774634e-03,7.005787471446378112e-04,1.401639550093706089e-04,7.222387027695845163e-05,2.501613566848205064e-04,1.730249828203534441e-05,9.414304577275232466e-04,3.272800239761431708e-04,1.484997831521616806e-04,1.990654175613481777e-03,3.735738564279104511e-04,3.137564131321081906e-05,5.048951173137424572e-05,9.084914528035265002e-02,9.090182475291372702e-03,1.241412489136807669e-04,2.702874395545749983e-04,4.230599011080156955e-05,2.250501270970433395e-03,5.995073337947057614e-05
3.424620154835591914e-06,7.502035594413103208e-05,9.495858525149908358e-01,7.625496061233087892e-07,6.353207305966438476e-06,2.736557530298697356e-06,4.076567185136811002e-06,6.997425140705610895e-06,8.928288576995565033e-06,1.501451893454733263e-06,5.602147360748556228e-07,1.109423655876647270e-03,4.252636445159086039e-06,6.974113903838578707e-06,3.369124662518446692e-07,4.136149504678780113e-06,5.494757465596238846e-06,2.714629318026308066e-06,2.954582294620555383e-06,1.771904035462208360e-05,1.399618318582993362e-03,1.758536659708137411e-06,6.004703748498163071e-07,1.398332121209091744e-06,1.989276019481377666e-04,1.910890576725245149e-02,3.748912089623810045e-06,1.009209300609319368e-06,7.070234910775973962e-06,4.330476592319639829e-05,4.140105535250348035e-06,1.478361454457076345e-05,1.001029602603931365e-06,1.090776684473867024e-04,1.080696492538933591e-05,5.351365917985527334e-07,2.527809915423125393e-05,2.813217207892178273e-02,4.483765134826393406e-06,8.115915728468462548e-05
